iter	RMSE
567	3.762261113
568	3.758783395
569	3.75716165
570	3.752840062
571	3.750581118
572	3.748580263
573	3.746583112
574	3.742688939
575	3.741409629
576	3.740286557
577	3.737313053
578	3.735481321
579	3.735296342
580	3.731252861
581	3.72870156
582	3.725658311
583	3.724407001
584	3.721454703
585	3.717710927
586	3.716520944
587	3.712078808
588	3.707771553
589	3.704554799
590	3.701820741
591	3.699569417
592	3.698771728
593	3.697084828
594	3.69480939
595	3.692928178
596	3.690259699
597	3.685164086
598	3.681443639
599	3.679568568
600	3.678309908
601	3.678064533
602	3.677913947
603	3.676977083
604	3.673170081
605	3.672997988
606	3.670742809
607	3.670601642
608	3.669122762
609	3.666434625
610	3.663646363
611	3.65997649
612	3.659371066
613	3.656415569
614	3.65409769
615	3.652497136
616	3.650613445
617	3.647005681
618	3.646294349
619	3.645557393
620	3.645355961
621	3.643479673
622	3.641801989
623	3.639590163
624	3.638622925
625	3.636087919
626	3.633134942
627	3.632024384
628	3.627829053
629	3.626820403
630	3.624017275
631	3.621731212
632	3.620752767
633	3.617097017
634	3.613709382
635	3.610506554
636	3.610364654
637	3.610059713
638	3.608620232
639	3.608451834
640	3.60398143
641	3.602234098
642	3.600192693
643	3.598997563
644	3.598744071
645	3.597255322
646	3.59606902
647	3.592624193
648	3.590660716
649	3.589466593
650	3.586960901
651	3.584335132
652	3.583364566
653	3.580418734
654	3.577703663
655	3.577147012
656	3.574477867
657	3.572713675
658	3.57011335
659	3.567907097
660	3.566189084
661	3.56592728
662	3.563694506
663	3.559027123
664	3.558028945
665	3.557776934
666	3.556302441
667	3.552000655
668	3.551144318
669	3.547306515
670	3.543615951
671	3.541328595
672	3.540878037
673	3.537242199
674	3.537066227
675	3.535406525
676	3.535240745
677	3.532185363
678	3.529974497
679	3.528407283
680	3.525472595
681	3.524250048
682	3.522200663
683	3.519585033
684	3.516946865
685	3.516401957
686	3.513755213
687	3.511696566
688	3.507976719
689	3.506329297
690	3.505426834
691	3.501531349
692	3.498969026
693	3.496237059
694	3.495147647
695	3.492907561
696	3.490163769
697	3.487729198
698	3.485103665
699	3.481919441
700	3.481128176
701	3.479566575
702	3.479340432
703	3.477434099
704	3.474652906
705	3.472549181
706	3.470479728
707	3.468881915
708	3.467499432
709	3.465512939
710	3.462711055
711	3.461579103
712	3.45912899
713	3.458113325
714	3.45750785
715	3.457101501
716	3.456977971
717	3.453786611
718	3.45246507
719	3.451393112
720	3.450384464
721	3.449747859
722	3.449585137
723	3.446500952
724	3.443965453
725	3.440510682
726	3.437216451
727	3.43606345
728	3.435203091
729	3.432870157
730	3.432586416
731	3.429360539
732	3.426896429
733	3.424505853
734	3.422587941
735	3.420591389
736	3.416707132
737	3.416061831
738	3.413857707
739	3.413063047
740	3.410345541
741	3.406695904
742	3.402607258
743	3.400219428
744	3.398902026
745	3.398420396
746	3.397358172
747	3.394147134
748	3.393147978
749	3.391799359
750	3.390095231
751	3.386172927
752	3.384665495
753	3.382868479
754	3.37906789
755	3.377783616
756	3.377049396
757	3.375477715
758	3.373546636
759	3.373318847
760	3.371895844
761	3.369637653
762	3.368650788
763	3.367551017
764	3.365408682
765	3.363517646
766	3.363266164
767	3.361623305
768	3.359728233
769	3.358796837
770	3.357759138
771	3.355338254
772	3.352910102
773	3.352812792
774	3.352082544
775	3.350514136
776	3.348819586
777	3.348113109
778	3.346575769
779	3.345738119
780	3.345592275
781	3.343070771
782	3.342243997
783	3.340871818
784	3.339973602
785	3.339780539
786	3.336835944
787	3.335787943
788	3.334384774
789	3.33125907
790	3.327206229
791	3.325830361
792	3.322324306
793	3.320997379
794	3.320913818
795	3.319890382
796	3.316378708
797	3.316101883
798	3.31516444
799	3.312873925
800	3.311607147
801	3.310230607
802	3.310049741
803	3.306592898
804	3.303588433
805	3.301556149
806	3.30058509
807	3.298086257
808	3.296211318
809	3.29299042
810	3.292237979
811	3.290396666
812	3.288526422
813	3.28482543
814	3.283741449
815	3.282789922
816	3.279050512
817	3.276851051
818	3.275183036
819	3.27466304
820	3.272631956
821	3.270628707
822	3.268490502
823	3.266630589
824	3.263758285
825	3.259418158
826	3.258960546
827	3.257180294
828	3.255528383
829	3.255303514
830	3.254005514
831	3.253104434
832	3.252086401
833	3.251554641
834	3.2483264
835	3.246463003
836	3.246370556
837	3.245161561
838	3.24396154
839	3.243774518
840	3.242340579
841	3.241162887
842	3.240110636
843	3.238552412
844	3.237695846
845	3.234444302
846	3.233081784
847	3.232268133
848	3.229998297
849	3.227821611
850	3.226477851
851	3.224626126
852	3.22415023
853	3.221411573
854	3.219324538
855	3.217271991
856	3.216569176
857	3.216438626
858	3.215107461
859	3.213546647
860	3.212030096
861	3.211956509
862	3.210045264
863	3.209726613
864	3.209468491
865	3.20788295
866	3.205822388
867	3.204938536
868	3.204258889
869	3.202801289
870	3.200415228
871	3.196359577
872	3.194762364
873	3.193238059
874	3.190520273
875	3.190107693
876	3.189631293
877	3.188738005
878	3.188535168
879	3.187923373
880	3.187825856
881	3.187408525
882	3.184398022
883	3.184291974
884	3.182937455
885	3.181807177
886	3.179872328
887	3.177851137
888	3.176686948
889	3.175526003
890	3.173487865
891	3.172408755
892	3.169020987
893	3.168700363
894	3.167660386
895	3.165669387
896	3.165635334
897	3.165382671
898	3.164518669
899	3.162550674
900	3.161401202
901	3.160373694
902	3.160282873
903	3.158886962
904	3.157835023
905	3.156103848
906	3.155859264
907	3.155310214
908	3.151707528
909	3.150023186
910	3.149378003
911	3.1465951
912	3.144188502
913	3.142554158
914	3.141058306
915	3.139699158
916	3.1395694
917	3.138696169
918	3.137065567
919	3.135911636
920	3.134175395
921	3.131389122
922	3.12854219
923	3.126506475
924	3.126178343
925	3.123477317
926	3.120986481
927	3.119388303
928	3.117588185
929	3.117536782
930	3.115765552
931	3.115582515
932	3.115464601
933	3.115349461
934	3.113993926
935	3.111889211
936	3.110737575
937	3.109852238
938	3.107312552
939	3.107283292
940	3.105630442
941	3.10375131
942	3.100165459
943	3.098604241
944	3.097767888
945	3.096584062
946	3.095931754
947	3.095649654
948	3.095303588
949	3.091809822
950	3.090677987
951	3.089352253
952	3.08918796
953	3.089060527
954	3.08769507
955	3.087326913
956	3.085560953
957	3.083840382
958	3.082660151
959	3.081954928
960	3.0801584
961	3.077383538
962	3.074793176
963	3.074522449
964	3.073055083
965	3.071519582
966	3.070382455
967	3.069283824
968	3.066730848
969	3.066086344
970	3.064068248
971	3.06290367
972	3.06274415
973	3.061881908
974	3.061717039
975	3.060543839
976	3.057229765
977	3.0561735
978	3.054961697
979	3.052442629
980	3.051828836
981	3.051029496
982	3.050044156
983	3.049860919
984	3.04828332
985	3.047985708
986	3.045920759
987	3.044857831
988	3.042935517
989	3.041481615
990	3.040592165
991	3.038778536
992	3.035965235
993	3.032864948
994	3.031916796
995	3.031621023
996	3.031298829
997	3.029891646
998	3.029084604
999	3.027129389
